Date,vix,vxo,vxn,vxd
23DEC2005,10.27,9.87,13.60,9.47
27DEC2005,11.57,11.30,14.65,10.98
28DEC2005,11.35,11.12,14.48,10.67
29DEC2005,11.61,11.31,14.62,10.74
30DEC2005,12.07,11.77,14.26,11.03
03JAN2006,11.14,10.84,14.69,10.57
04JAN2006,11.37,11.37,14.85,10.87
05JAN2006,11.31,11.63,15.01,10.66
06JAN2006,11.00,10.99,14.95,10.42
09JAN2006,11.13,10.74,15.66,10.54
10JAN2006,10.86,10.73,15.77,10.40
11JAN2006,10.94,10.66,15.23,10.31
12JAN2006,11.20,11.20,15.93,10.68
13JAN2006,11.23,11.07,15.92,10.67
17JAN2006,11.91,12.06,16.74,11.16
18JAN2006,12.25,12.32,17.11,11.48
19JAN2006,11.98,11.72,16.51,11.07
20JAN2006,14.56,14.09,19.45,13.38
23JAN2006,13.93,13.06,19.43,12.95
24JAN2006,13.31,12.61,18.37,12.15
25JAN2006,12.87,12.31,17.93,11.83
26JAN2006,12.42,11.70,17.55,11.30
27JAN2006,11.97,11.40,17.31,10.94
30JAN2006,12.39,11.54,17.89,11.45
31JAN2006,12.95,12.19,18.58,12.10
01FEB2006,12.36,11.99,17.12,11.58
02FEB2006,13.23,13.07,17.79,12.51
03FEB2006,12.96,12.89,17.53,12.42
06FEB2006,13.04,12.33,17.62,12.37
07FEB2006,13.59,13.06,17.66,12.87
08FEB2006,12.83,12.41,17.06,12.18
09FEB2006,13.12,12.36,17.14,12.10
10FEB2006,12.87,12.21,16.88,11.89
13FEB2006,13.35,13.10,17.39,12.23
14FEB2006,12.25,12.11,16.91,11.65
15FEB2006,12.31,11.82,16.05,11.75
16FEB2006,11.48,10.97,14.93,10.95
17FEB2006,12.01,10.97,15.11,11.06
21FEB2006,12.41,11.39,15.25,11.64
22FEB2006,11.88,10.79,15.34,11.06
23FEB2006,11.87,11.07,15.59,11.17
24FEB2006,11.46,10.62,15.16,10.70
27FEB2006,11.59,10.48,14.97,11.03
28FEB2006,12.34,11.84,15.99,11.60
01MAR2006,11.54,10.77,15.49,10.90
02MAR2006,11.72,11.44,15.99,10.90
03MAR2006,11.96,11.56,16.27,11.34
06MAR2006,12.74,12.17,17.52,12.16
07MAR2006,12.66,12.40,17.70,12.09
08MAR2006,12.32,11.94,17.47,11.78
09MAR2006,12.68,12.27,17.79,12.04
10MAR2006,11.85,11.66,17.62,11.19
13MAR2006,11.37,11.60,17.25,11.28
14MAR2006,10.74,11.19,15.72,10.84
15MAR2006,11.35,11.09,15.44,10.77
16MAR2006,11.98,11.42,15.62,11.09
17MAR2006,12.12,11.19,15.36,10.87
20MAR2006,11.79,11.04,15.93,11.06
21MAR2006,11.62,10.80,16.04,10.92
22MAR2006,11.21,10.31,16.10,10.92
23MAR2006,11.17,10.48,16.03,10.62
24MAR2006,11.19,10.43,15.91,10.54
27MAR2006,11.46,10.52,16.11,10.50
28MAR2006,11.58,10.92,16.30,10.87
29MAR2006,10.95,10.19,15.81,11.15
30MAR2006,11.57,10.88,16.14,10.43
31MAR2006,11.39,11.12,16.31,10.96
03APR2006,11.57,10.93,16.52,10.97
04APR2006,11.14,10.70,16.26,11.01
05APR2006,11.13,10.60,15.92,10.72
06APR2006,11.45,11.04,15.63,10.53
07APR2006,12.26,12.01,15.88,10.85
10APR2006,12.19,11.67,16.40,11.54
11APR2006,13.00,12.60,17.04,11.61
12APR2006,12.76,12.07,17.04,12.14
13APR2006,12.38,11.82,16.34,11.89
17APR2006,12.58,12.44,17.31,11.35
18APR2006,11.40,11.04,16.34,11.83
19APR2006,11.32,10.66,15.21,10.68
20APR2006,11.64,10.71,15.52,10.57
21APR2006,11.59,10.77,15.92,10.63
24APR2006,11.75,10.43,15.61,10.69
25APR2006,11.75,10.52,15.59,10.76
26APR2006,11.76,10.54,15.55,10.93
27APR2006,11.84,10.77,15.21,10.66
28APR2006,11.59,10.79,15.51,10.72
01MAY2006,12.54,11.64,16.33,10.53
02MAY2006,11.99,11.13,15.79,11.55
03MAY2006,11.99,11.45,15.58,11.20
04MAY2006,11.86,11.19,14.94,11.18
05MAY2006,11.62,11.05,14.43,11.03
08MAY2006,12.00,11.02,14.77,10.55
09MAY2006,11.99,11.33,14.64,10.90
10MAY2006,11.78,11.40,14.85,10.86
11MAY2006,12.49,12.20,15.72,11.11
12MAY2006,14.19,13.52,17.10,11.73
15MAY2006,13.57,12.87,18.04,13.10
16MAY2006,13.35,12.34,17.33,13.06
17MAY2006,16.26,14.98,19.56,12.61
18MAY2006,16.99,15.82,20.31,15.42
19MAY2006,17.18,15.58,20.95,16.19
22MAY2006,17.72,16.07,22.54,16.39
23MAY2006,18.26,15.92,22.18,17.59
24MAY2006,17.36,16.56,21.91,17.44
25MAY2006,15.50,14.15,19.69,16.43
26MAY2006,14.26,13.08,18.58,14.28
30MAY2006,18.66,17.85,22.10,13.29
31MAY2006,16.44,15.59,21.46,17.76
01JUN2006,14.52,13.34,18.86,15.62
02JUN2006,14.32,13.16,18.38,13.81
05JUN2006,16.65,16.35,20.90,13.53
06JUN2006,17.34,16.60,22.18,15.87
07JUN2006,17.80,17.05,23.54,16.42
08JUN2006,18.35,17.44,24.61,16.90
09JUN2006,18.12,17.48,23.22,17.32
12JUN2006,20.96,19.69,25.64,17.20
13JUN2006,23.81,22.25,25.73,19.75
14JUN2006,21.46,20.57,24.34,22.00
15JUN2006,15.90,14.79,19.47,19.92
16JUN2006,17.25,14.92,21.69,14.82
19JUN2006,17.83,15.76,22.04,15.66
20JUN2006,16.69,15.52,21.03,16.18
21JUN2006,15.52,14.23,19.66,14.97
22JUN2006,15.88,15.10,20.81,14.07
23JUN2006,15.89,14.94,20.36,14.23
26JUN2006,15.62,14.33,20.83,14.50
27JUN2006,16.40,15.75,22.11,14.29
28JUN2006,15.79,15.62,21.45,15.13
29JUN2006,13.03,12.28,17.93,14.72
30JUN2006,13.08,12.44,17.89,12.04
03JUL2006,13.05,11.59,17.68,12.09
05JUL2006,14.15,13.25,19.78,13.21
06JUL2006,13.65,12.71,19.80,12.61
07JUL2006,13.97,13.48,20.17,13.05
10JUL2006,14.02,13.24,20.82,13.03
11JUL2006,13.14,12.76,20.18,12.30
12JUL2006,14.49,14.11,22.07,13.57
13JUL2006,17.79,17.92,24.66,16.41
14JUL2006,18.05,18.00,24.62,17.17
17JUL2006,18.64,17.57,24.52,17.59
18JUL2006,17.74,17.24,23.89,16.84
19JUL2006,15.55,14.17,22.83,14.44
20JUL2006,16.21,15.54,23.22,15.40
21JUL2006,17.40,16.55,23.20,15.92
24JUL2006,14.98,14.07,21.78,14.38
25JUL2006,14.85,13.32,21.52,13.86
26JUL2006,14.62,13.27,20.69,13.65
27JUL2006,14.94,14.44,20.79,13.96
28JUL2006,14.33,13.44,19.26,13.47
31JUL2006,14.95,13.77,20.33,14.20
01AUG2006,15.05,14.12,21.38,14.23
02AUG2006,14.34,13.68,20.85,13.76
03AUG2006,14.46,14.01,21.12,13.59
04AUG2006,14.34,14.00,21.63,13.77
07AUG2006,15.23,14.40,22.87,14.37
08AUG2006,15.23,14.57,22.85,14.45
09AUG2006,15.20,14.75,21.60,14.80
10AUG2006,14.46,14.01,20.86,14.45
11AUG2006,14.30,14.25,20.06,13.83
14AUG2006,14.26,13.74,19.11,13.89
15AUG2006,13.42,12.62,18.49,13.18
16AUG2006,12.41,12.08,18.99,11.90
17AUG2006,12.24,11.57,18.96,11.88
18AUG2006,11.64,11.00,18.45,11.28
21AUG2006,12.22,11.05,19.87,11.76
22AUG2006,12.19,11.04,19.96,11.66
23AUG2006,12.40,11.26,20.29,11.86
24AUG2006,12.40,11.30,19.52,12.01
25AUG2006,12.31,11.29,16.98,11.86
28AUG2006,12.18,10.93,17.23,12.00
29AUG2006,12.28,10.89,17.29,11.97
30AUG2006,12.22,11.02,16.80,11.77
31AUG2006,12.31,11.31,17.39,12.00
01SEP2006,11.96,11.02,16.80,11.64
05SEP2006,12.63,11.24,18.35,12.18
06SEP2006,13.74,12.67,20.19,13.18
07SEP2006,13.88,12.86,20.27,13.38
08SEP2006,13.16,12.00,19.82,12.76
11SEP2006,12.99,12.55,19.77,12.15
12SEP2006,11.92,11.16,18.26,11.42
13SEP2006,11.18,10.90,17.59,11.23
14SEP2006,11.55,11.52,17.49,10.94
15SEP2006,11.76,11.01,17.75,10.86
18SEP2006,11.78,10.64,18.45,11.18
19SEP2006,11.98,10.85,18.26,11.41
20SEP2006,11.39,10.52,18.45,10.94
21SEP2006,12.25,11.96,18.20,11.89
22SEP2006,12.59,12.20,18.23,12.07
25SEP2006,12.12,11.11,17.72,11.84
26SEP2006,11.53,10.29,17.66,11.12
27SEP2006,11.58,11.04,17.41,11.23
28SEP2006,11.72,11.05,17.26,11.52
29SEP2006,11.98,11.35,17.68,11.65
02OCT2006,12.57,11.38,19.44,12.25
03OCT2006,12.24,11.25,19.78,11.96
04OCT2006,11.86,11.07,18.53,11.65
05OCT2006,11.98,11.40,18.15,11.67
06OCT2006,11.56,11.17,17.97,11.25
09OCT2006,11.68,10.81,18.28,11.43
10OCT2006,11.52,10.86,18.86,11.37
11OCT2006,11.62,11.08,18.51,11.37
12OCT2006,11.09,10.88,17.66,10.92
13OCT2006,10.75,10.26,17.83,10.63
16OCT2006,11.09,10.42,18.45,10.77
17OCT2006,11.73,11.12,18.88,11.12
18OCT2006,11.34,11.26,18.09,11.05
19OCT2006,10.90,10.57,16.93,10.51
20OCT2006,10.63,10.46,16.70,10.00
23OCT2006,11.08,10.54,17.62,10.70
24OCT2006,10.78,10.44,17.25,10.57
25OCT2006,10.66,10.43,16.78,10.34
26OCT2006,10.56,10.35,16.59,10.29
27OCT2006,10.80,10.73,17.41,10.48
30OCT2006,11.20,10.65,17.99,10.81
31OCT2006,11.10,10.41,17.28,10.71
01NOV2006,11.51,11.05,17.98,11.14
02NOV2006,11.42,11.00,18.04,11.11
03NOV2006,11.16,10.67,17.23,10.94
06NOV2006,11.16,10.47,17.39,10.75
07NOV2006,11.09,10.90,17.51,10.80
08NOV2006,10.75,10.46,16.39,10.41
09NOV2006,11.01,11.00,16.66,10.78
10NOV2006,10.79,10.61,15.52,10.83
13NOV2006,10.86,11.01,16.20,10.72
14NOV2006,10.50,10.89,15.36,10.28
15NOV2006,10.31,10.35,15.40,9.89
16NOV2006,10.16,10.15,15.36,9.85
17NOV2006,10.05,9.84,15.33,9.77
20NOV2006,9.97,9.57,15.13,9.75
21NOV2006,9.90,9.36,15.02,9.60
22NOV2006,10.14,9.40,14.95,9.74
24NOV2006,10.73,10.39,15.59,10.45
27NOV2006,12.30,11.58,17.60,11.96
28NOV2006,11.62,10.88,17.33,11.30
29NOV2006,10.83,10.23,16.78,10.68
30NOV2006,10.91,10.36,16.53,10.62
01DEC2006,11.66,11.44,16.60,11.32
04DEC2006,11.23,10.47,16.49,11.06
05DEC2006,11.27,10.60,16.20,10.98
06DEC2006,11.33,10.75,16.46,11.16
07DEC2006,12.67,11.96,17.93,12.01
08DEC2006,12.07,11.27,17.14,11.73
11DEC2006,10.71,11.10,15.54,10.63
12DEC2006,10.65,10.97,15.25,10.37
13DEC2006,10.18,10.15,14.90,9.81
14DEC2006,9.97,9.58,14.09,9.60
15DEC2006,10.05,9.97,15.15,9.86
18DEC2006,10.60,9.65,16.22,10.10
19DEC2006,10.30,9.68,16.55,9.85
20DEC2006,10.26,9.73,16.07,9.77
21DEC2006,10.53,9.98,16.41,10.06
22DEC2006,11.36,10.83,17.20,10.86
26DEC2006,11.26,10.45,17.44,10.90
27DEC2006,10.64,9.74,16.46,10.24
28DEC2006,10.99,10.41,16.32,10.32
29DEC2006,11.56,11.25,16.23,11.08
03JAN2007,12.04,11.57,17.50,11.67
04JAN2007,11.51,11.19,16.99,11.09
05JAN2007,12.14,11.87,17.90,11.83
08JAN2007,12.00,11.42,18.35,11.66
09JAN2007,11.91,11.83,17.89,11.50
10JAN2007,11.47,11.32,17.25,11.24
11JAN2007,10.87,10.59,17.02,10.37
12JAN2007,10.15,10.24,16.56,9.82
16JAN2007,10.74,10.47,17.28,10.33
17JAN2007,10.59,10.00,16.92,10.13
18JAN2007,10.85,10.31,17.63,10.21
19JAN2007,10.40,9.75,16.81,9.77
22JAN2007,10.77,10.15,17.65,10.32
23JAN2007,10.34,9.66,17.34,9.80
24JAN2007,9.89,9.05,16.61,9.38
25JAN2007,11.22,10.79,17.63,10.63
26JAN2007,11.13,10.71,17.52,10.33
29JAN2007,11.45,10.82,18.16,10.90
30JAN2007,10.96,10.66,17.98,10.44
31JAN2007,10.42,10.14,17.19,10.02
01FEB2007,10.31,9.96,17.11,9.72
02FEB2007,10.08,9.79,16.43,9.56
05FEB2007,10.55,9.99,16.84,9.97
06FEB2007,10.65,10.00,16.61,9.95
07FEB2007,10.32,9.72,16.17,9.66
08FEB2007,10.44,10.09,16.14,9.84
09FEB2007,11.10,10.86,17.11,10.40
12FEB2007,11.61,11.37,17.34,10.98
13FEB2007,10.34,9.99,15.83,9.50
14FEB2007,10.23,9.73,15.37,9.39
15FEB2007,10.22,9.88,15.27,9.72
16FEB2007,10.02,9.66,14.83,9.28
20FEB2007,10.24,9.95,15.77,9.53
21FEB2007,10.20,9.94,15.38,9.48
22FEB2007,10.18,10.11,15.30,9.62
23FEB2007,10.58,10.60,15.32,9.85
26FEB2007,11.15,11.07,15.98,10.45
27FEB2007,18.31,18.85,22.97,17.72
28FEB2007,15.42,15.93,20.53,14.89
01MAR2007,15.82,16.21,21.51,15.00
02MAR2007,18.61,19.12,23.66,17.41
05MAR2007,19.63,20.50,24.61,19.08
06MAR2007,15.96,15.94,21.19,15.31
07MAR2007,15.24,15.66,20.56,14.45
08MAR2007,14.29,15.01,19.79,13.67
09MAR2007,14.09,14.25,18.94,13.11
12MAR2007,13.99,13.56,18.52,13.12
13MAR2007,18.13,17.57,22.04,16.45
14MAR2007,17.27,16.39,19.77,15.88
15MAR2007,16.43,15.22,18.79,14.39
16MAR2007,16.79,16.39,19.60,15.33
19MAR2007,14.59,14.00,18.38,13.68
20MAR2007,13.27,13.00,17.60,12.25
21MAR2007,12.19,11.45,17.20,11.04
22MAR2007,12.93,12.28,16.77,11.56
23MAR2007,12.95,12.34,17.17,11.72
26MAR2007,13.16,12.24,17.00,11.88
27MAR2007,13.48,13.00,17.20,12.48
28MAR2007,14.98,14.97,18.56,13.89
29MAR2007,15.14,14.76,18.53,13.87
30MAR2007,14.64,14.41,18.24,13.18
02APR2007,14.53,13.79,18.60,13.33
03APR2007,13.46,12.68,17.69,12.35
04APR2007,13.24,12.34,17.10,12.12
05APR2007,13.23,12.05,16.75,11.76
09APR2007,13.14,12.29,17.77,11.96
10APR2007,12.68,11.73,17.02,11.53
11APR2007,13.49,12.65,17.74,12.36
12APR2007,12.71,11.97,17.42,11.71
13APR2007,12.20,11.51,16.84,11.17
16APR2007,11.98,11.25,16.44,10.74
17APR2007,12.14,11.43,16.08,10.78
18APR2007,12.42,11.73,16.29,11.01
19APR2007,12.54,12.26,16.30,11.54
20APR2007,12.07,11.67,15.71,11.07
23APR2007,13.04,12.49,16.38,11.91
24APR2007,13.12,12.56,16.37,12.03
25APR2007,13.21,12.58,16.36,12.08
26APR2007,12.79,12.55,15.97,11.63
27APR2007,12.45,12.05,15.46,11.49
30APR2007,14.22,13.34,17.26,13.11
01MAY2007,13.51,12.86,16.94,12.46
02MAY2007,13.08,12.53,16.70,12.31
03MAY2007,13.09,12.78,16.60,12.37
04MAY2007,12.91,12.66,16.59,12.25
07MAY2007,13.15,12.66,16.98,12.60
08MAY2007,13.21,12.96,17.06,12.67
09MAY2007,12.88,12.48,16.29,12.22
10MAY2007,13.60,14.00,17.38,13.14
11MAY2007,12.95,12.91,16.09,12.28
14MAY2007,13.96,14.09,16.83,13.20
15MAY2007,14.01,13.97,17.09,13.15
16MAY2007,13.50,13.27,16.31,12.84
17MAY2007,13.51,13.37,16.75,13.03
18MAY2007,12.76,12.34,15.91,12.15
21MAY2007,13.30,12.41,16.03,12.61
22MAY2007,13.06,12.40,16.07,12.44
23MAY2007,13.24,12.79,16.93,12.56
24MAY2007,14.08,13.81,18.02,13.43
25MAY2007,13.34,12.86,17.07,12.66
29MAY2007,13.53,12.99,17.57,12.71
30MAY2007,12.83,12.33,16.84,12.14
31MAY2007,13.05,12.76,16.86,12.44
01JUN2007,12.78,12.51,16.58,12.34
04JUN2007,13.29,12.73,16.59,12.78
05JUN2007,13.63,13.12,16.44,12.87
06JUN2007,14.87,14.58,17.20,14.25
07JUN2007,17.06,17.01,19.30,16.25
08JUN2007,14.84,14.73,17.12,14.25
11JUN2007,14.71,14.61,16.29,14.05
12JUN2007,16.67,16.01,17.70,15.60
13JUN2007,14.73,15.25,15.81,13.72
14JUN2007,13.64,13.69,15.43,12.82
15JUN2007,13.94,13.20,15.94,12.94
18JUN2007,13.42,13.14,15.86,12.63
19JUN2007,12.85,12.74,15.53,12.00
20JUN2007,14.67,14.72,16.68,14.03
21JUN2007,14.21,14.36,16.21,13.24
22JUN2007,15.75,16.97,17.29,15.03
25JUN2007,16.65,17.10,18.07,15.65
26JUN2007,18.89,18.23,19.59,17.54
27JUN2007,15.53,15.52,17.36,14.68
28JUN2007,15.54,15.61,16.91,14.69
29JUN2007,16.23,16.69,17.86,15.17
02JUL2007,15.40,14.78,17.00,14.41
03JUL2007,14.92,13.95,16.70,14.02
05JUL2007,15.48,14.73,17.09,14.57
06JUL2007,14.72,14.31,16.52,13.82
09JUL2007,15.16,14.38,17.08,13.98
10JUL2007,17.57,17.22,18.61,16.26
11JUL2007,16.64,16.56,17.54,15.26
12JUL2007,15.54,14.87,17.25,14.18
13JUL2007,15.15,15.05,16.44,14.08
16JUL2007,15.59,15.35,16.55,14.49
17JUL2007,15.63,15.47,16.95,14.52
18JUL2007,16.00,15.84,16.77,14.86
19JUL2007,15.23,15.08,16.55,14.14
20JUL2007,16.95,17.33,17.49,15.52
23JUL2007,16.81,16.55,17.85,15.45
24JUL2007,18.55,19.03,19.31,17.07
25JUL2007,18.10,18.27,18.92,16.57
26JUL2007,20.74,21.77,19.50,19.39
27JUL2007,24.17,25.09,23.18,22.42
30JUL2007,20.87,21.39,20.76,19.66
31JUL2007,23.52,25.18,23.55,21.97
01AUG2007,23.67,24.05,23.78,21.90
02AUG2007,21.22,21.68,21.24,19.69
03AUG2007,25.16,26.42,24.42,22.63
06AUG2007,22.94,21.51,22.43,20.61
07AUG2007,21.56,21.33,21.08,19.91
08AUG2007,21.45,21.73,20.97,19.51
09AUG2007,26.48,27.95,26.23,24.62
10AUG2007,28.30,29.08,26.84,26.06
13AUG2007,26.57,26.55,24.57,23.99
14AUG2007,27.68,28.24,24.97,25.94
15AUG2007,30.67,32.21,27.97,28.66
16AUG2007,30.83,30.77,29.03,28.69
17AUG2007,29.99,29.43,27.04,26.57
20AUG2007,26.33,25.62,25.20,24.22
21AUG2007,25.25,25.37,23.67,23.00
22AUG2007,22.89,22.68,22.00,20.70
23AUG2007,22.62,22.67,22.03,20.20
24AUG2007,20.72,20.40,20.69,18.57
27AUG2007,22.72,21.95,22.63,20.22
28AUG2007,26.30,26.41,25.90,23.72
29AUG2007,23.81,23.35,23.61,21.27
30AUG2007,25.06,24.78,25.38,22.46
31AUG2007,23.38,23.58,24.53,21.47
04SEP2007,22.78,22.12,24.51,20.13
05SEP2007,24.58,24.61,27.15,22.28
06SEP2007,23.99,24.02,26.64,21.74
07SEP2007,26.23,27.40,29.22,24.05
10SEP2007,27.38,27.53,29.94,24.95
11SEP2007,25.27,24.96,27.52,22.89
12SEP2007,24.96,25.56,28.02,23.05
13SEP2007,24.76,24.84,27.44,22.41
14SEP2007,24.92,25.45,26.96,22.32
17SEP2007,26.48,26.57,28.74,23.96
18SEP2007,20.35,20.75,23.28,18.43
19SEP2007,20.03,19.80,22.51,17.64
20SEP2007,20.45,20.54,21.97,18.03
21SEP2007,19.00,18.29,20.71,16.72
24SEP2007,19.37,18.83,20.83,17.04
25SEP2007,18.60,17.85,20.80,16.44
26SEP2007,17.63,17.41,20.59,15.46
27SEP2007,17.00,16.75,20.59,15.05
28SEP2007,18.00,18.18,21.01,16.06
01OCT2007,17.84,16.67,21.09,15.98
02OCT2007,18.49,17.47,21.26,16.83
03OCT2007,18.80,17.64,21.55,17.05
04OCT2007,18.44,18.02,21.46,16.88
05OCT2007,16.91,16.05,19.77,15.41
08OCT2007,17.46,16.49,20.25,15.96
09OCT2007,16.12,15.45,19.42,14.87
10OCT2007,16.67,16.29,19.73,15.48
11OCT2007,18.88,18.94,22.42,17.70
12OCT2007,17.73,17.42,21.20,16.43
15OCT2007,19.25,19.44,23.46,18.01
16OCT2007,20.02,20.00,23.56,18.35
17OCT2007,18.54,18.70,22.02,17.19
18OCT2007,18.50,18.32,22.14,17.12
19OCT2007,22.96,23.15,25.94,21.10
22OCT2007,21.64,21.53,25.26,20.45
23OCT2007,20.41,19.85,24.13,19.04
24OCT2007,20.80,20.96,24.80,19.67
25OCT2007,21.17,22.05,25.77,19.72
26OCT2007,19.56,20.12,25.01,18.24
29OCT2007,19.87,19.46,25.83,18.46
30OCT2007,21.07,21.41,26.36,19.58
31OCT2007,18.53,18.34,23.11,17.45
01NOV2007,23.21,24.45,26.26,21.48
02NOV2007,23.01,23.40,24.83,20.98
05NOV2007,24.31,23.67,26.10,22.42
06NOV2007,21.39,20.95,23.91,20.15
07NOV2007,26.49,27.87,27.14,24.22
08NOV2007,26.16,26.85,29.61,23.82
09NOV2007,28.50,29.01,32.52,25.93
12NOV2007,31.09,30.39,34.94,26.93
13NOV2007,24.10,24.23,29.71,22.41
14NOV2007,25.94,26.75,31.32,23.71
15NOV2007,28.06,29.02,32.91,25.58
16NOV2007,25.49,27.10,28.79,23.04
19NOV2007,26.01,26.88,30.11,23.66
20NOV2007,24.88,26.81,29.89,22.75
21NOV2007,26.84,28.42,30.55,23.98
23NOV2007,25.61,27.70,30.49,23.41
26NOV2007,28.91,31.07,33.43,26.17
27NOV2007,26.28,28.47,30.76,24.16
28NOV2007,24.11,26.30,28.83,22.16
29NOV2007,23.97,25.65,28.27,21.69
30NOV2007,22.87,24.81,28.65,20.77
03DEC2007,23.61,24.88,29.63,21.37
04DEC2007,23.79,25.29,28.85,21.37
05DEC2007,22.53,23.81,26.91,20.37
06DEC2007,20.96,22.62,24.89,19.07
07DEC2007,20.85,22.48,23.75,18.83
10DEC2007,20.74,22.01,24.39,18.91
11DEC2007,23.59,24.47,26.46,21.16
12DEC2007,22.47,24.77,25.97,20.71
13DEC2007,22.56,24.11,25.52,20.71
14DEC2007,23.27,25.52,25.91,21.09
17DEC2007,24.52,26.58,27.89,22.25
18DEC2007,22.64,25.08,26.79,20.75
19DEC2007,21.68,23.50,24.88,19.70
20DEC2007,20.58,22.42,23.15,18.86
21DEC2007,18.47,19.63,20.90,16.69
24DEC2007,18.60,18.88,21.42,16.81
26DEC2007,18.66,19.20,21.32,16.96
27DEC2007,20.26,21.22,22.46,18.29
28DEC2007,20.74,22.27,23.63,18.89
31DEC2007,22.50,23.19,25.90,20.70
02JAN2008,23.17,24.99,27.14,21.19
03JAN2008,22.49,24.55,26.59,20.56
04JAN2008,23.94,26.78,28.62,22.26
07JAN2008,23.79,25.14,29.39,21.67
08JAN2008,25.43,26.69,30.77,23.40
09JAN2008,24.12,25.76,28.18,22.04
10JAN2008,23.45,24.94,27.78,21.44
11JAN2008,23.68,26.71,28.82,21.87
14JAN2008,22.90,25.02,28.08,21.27
15JAN2008,23.34,26.11,27.48,21.50
16JAN2008,24.38,27.16,28.87,22.17
17JAN2008,28.46,32.10,31.16,26.08
18JAN2008,27.18,29.99,30.23,25.51
22JAN2008,31.01,33.24,35.63,28.28
23JAN2008,29.02,31.06,34.02,26.11
24JAN2008,27.78,29.26,32.22,25.23
25JAN2008,29.08,32.56,33.81,26.76
28JAN2008,27.78,29.12,32.56,25.09
29JAN2008,27.32,29.31,32.85,24.74
30JAN2008,27.62,28.96,31.80,24.92
31JAN2008,26.20,28.33,31.08,23.82
01FEB2008,24.02,25.64,28.25,21.77
04FEB2008,25.99,26.84,30.46,23.40
05FEB2008,28.24,30.10,32.44,25.72
06FEB2008,28.97,31.23,32.68,26.24
07FEB2008,27.66,29.61,31.56,25.26
08FEB2008,28.01,30.42,30.08,25.73
11FEB2008,27.60,28.69,29.09,24.50
12FEB2008,26.33,27.81,28.22,23.54
13FEB2008,24.88,26.67,25.35,22.07
14FEB2008,25.54,27.20,26.52,22.71
15FEB2008,25.02,27.33,26.69,22.60
19FEB2008,25.59,27.55,27.99,23.26
20FEB2008,24.40,25.96,27.09,22.33
21FEB2008,25.12,26.74,26.92,23.15
22FEB2008,24.06,26.51,26.30,21.75
25FEB2008,23.03,24.02,26.67,20.75
26FEB2008,21.90,23.23,25.95,19.85
27FEB2008,22.69,23.70,25.06,20.38
28FEB2008,23.53,24.98,26.60,21.25
29FEB2008,26.54,28.90,28.44,24.30
03MAR2008,26.28,28.35,29.47,24.57
04MAR2008,25.52,27.96,28.26,23.95
05MAR2008,24.60,27.01,27.52,22.89
06MAR2008,27.55,30.50,29.99,25.62
07MAR2008,27.49,30.35,29.25,25.55
10MAR2008,29.38,31.55,31.38,27.12
11MAR2008,26.36,27.90,28.56,24.42
12MAR2008,27.22,29.15,30.05,24.82
13MAR2008,27.29,29.68,29.86,25.09
14MAR2008,31.16,34.14,32.01,28.62
17MAR2008,32.24,34.30,32.99,29.81
18MAR2008,25.79,27.56,28.45,24.44
19MAR2008,29.84,31.77,31.28,27.52
20MAR2008,26.62,27.51,29.05,24.67
24MAR2008,25.73,26.30,28.69,23.77
25MAR2008,25.72,26.30,29.07,23.74
26MAR2008,26.08,27.20,29.75,24.09
27MAR2008,25.88,27.75,29.55,23.90
28MAR2008,25.71,28.41,28.87,23.84
31MAR2008,25.61,26.49,29.04,23.78
01APR2008,22.68,23.61,26.56,21.10
02APR2008,23.43,24.23,27.27,21.53
03APR2008,23.21,24.77,26.93,21.63
04APR2008,22.45,23.75,25.60,20.79
07APR2008,22.42,22.70,26.19,20.77
08APR2008,22.36,22.99,26.03,20.56
09APR2008,22.81,24.36,26.61,21.11
10APR2008,21.98,23.15,25.77,20.29
11APR2008,23.46,25.94,27.54,21.67
14APR2008,23.82,25.51,28.28,22.21
15APR2008,22.78,24.52,27.46,21.19
16APR2008,20.53,21.94,25.55,18.94
17APR2008,20.37,22.15,24.20,19.04
18APR2008,20.13,20.74,23.58,18.33
21APR2008,20.50,20.88,24.09,18.54
22APR2008,20.87,21.32,24.54,19.03
23APR2008,20.26,20.64,25.06,18.55
24APR2008,20.06,20.40,23.72,18.11
25APR2008,19.59,20.52,23.34,17.70
28APR2008,19.64,19.79,23.65,17.96
29APR2008,20.24,20.52,23.87,18.68
30APR2008,20.79,21.16,24.41,19.00
01MAY2008,18.88,19.33,22.72,17.41
02MAY2008,18.18,18.23,21.39,16.55
05MAY2008,18.90,18.38,22.43,17.25
06MAY2008,18.21,17.82,21.88,16.87
07MAY2008,19.73,20.29,23.51,18.09
08MAY2008,19.40,19.09,23.18,17.70
09MAY2008,19.41,19.83,23.48,17.92
12MAY2008,17.79,19.36,22.46,16.37
13MAY2008,17.98,18.99,21.50,16.46
14MAY2008,17.66,18.28,21.47,16.24
15MAY2008,16.30,17.37,20.13,15.00
16MAY2008,16.47,17.26,20.00,15.00
19MAY2008,17.01,16.68,21.09,15.63
20MAY2008,17.58,18.42,21.37,16.37
21MAY2008,18.59,19.29,22.96,17.45
22MAY2008,18.05,18.76,22.49,16.95
23MAY2008,19.55,20.43,23.36,18.37
27MAY2008,19.64,19.99,22.99,18.29
28MAY2008,19.07,19.67,22.24,17.82
29MAY2008,18.14,18.59,21.28,16.96
